journal_line_id,entry_number,entry_date,reference_type,reference,entry_description,line_description,debit_amount,credit_amount,product_code
0013979f-d5d7-44bc-bedb-898929f2f0aa,JE0962,2025-12-09,journal_entry,JV-JV-870,Paid internet fee for the month of Dec 2025,Paid internet fee for the month of Dec 2025,0.00,3030.00,
41409ee6-328b-48ff-9499-24e55349c52d,JE0962,2025-12-09,journal_entry,JV-JV-870,Paid internet fee for the month of Dec 2025,Paid internet fee for the month of Dec 2025,0.00,1580.00,
ea6f35bb-8f09-4b16-906e-e24fe953d06c,JE0962,2025-12-09,journal_entry,JV-JV-870,Paid internet fee for the month of Dec 2025,Paid internet fee for the month of Dec 2025,0.00,1580.00,
42664070-cacc-46de-a522-440c7d33ccbf,JE0982,2025-12-15,journal_entry,JV-JV-890,Salary advance paid to Liaqat Ogra Khil,Salary advance paid to Liaqat Ogra Khil,0.00,4500.00,
cf230f96-b5f9-43ef-b24b-396de7feafd8,JE0982,2025-12-15,journal_entry,JV-JV-890,Salary advance paid to Liaqat Ogra Khil,Salary advance paid to Liaqat Ogra Khil,0.00,4840.00,
ef191ad5-5e76-402e-a1d0-c71cb70cd8d4,JE0982,2025-12-15,journal_entry,JV-JV-890,Salary advance paid to Liaqat Ogra Khil,Salary advance paid to Liaqat Ogra Khil,0.00,6960.00,
2b61525e-7729-468e-b4c7-d374c6facec5,JE0990,2025-12-16,journal_entry,JV-JV-898,Paid by Shahpoor for printing materials in Jalalabad,Paid by Shahpoor for printing materials in Jalalabad,0.00,1790.00,
38d6d3f5-42d6-43df-b63e-8107a80984c2,JE0990,2025-12-16,journal_entry,JV-JV-898,Paid by Shahpoor for printing materials in Jalalabad,Paid by Shahpoor for printing materials in Jalalabad,0.00,1550.00,
8d3d931e-e109-43e2-8af8-b5187ef0c2f0,JE0990,2025-12-16,journal_entry,JV-JV-898,Paid by Shahpoor for printing materials in Jalalabad,Paid by Shahpoor for printing materials in Jalalabad,0.00,1890.00,
c5c936cf-090e-4316-90ac-c22fda66fd72,JE0990,2025-12-16,journal_entry,JV-JV-898,Paid by Shahpoor for printing materials in Jalalabad,Paid by Shahpoor for printing materials in Jalalabad,0.00,1480.00,
e04010de-8a62-4d0d-a8f3-69eb64677105,JE0990,2025-12-16,journal_entry,JV-JV-898,Paid by Shahpoor for printing materials in Jalalabad,Paid by Shahpoor for printing materials in Jalalabad,0.00,1840.00,
166c5a87-0086-42f6-8b68-fb26135f401a,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,4840.00,
25dad7f2-ea80-4322-bfc1-b9eb6d618aa3,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,5000.00,
48e89c80-ba91-4492-9f70-4e245f0a4127,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,1790.00,
55b569a7-0051-4ced-b154-3f398288c8f5,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,6190.00,
63175807-7156-48fc-ac69-e44ed747b9e4,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,7740.00,
79bf1dad-6a12-409f-8944-8617b3a6f254,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,4840.00,
7f2b1243-0188-4e42-b31d-9d968ee18634,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,4840.00,
eec40a23-3911-4559-857c-8d6034c7b222,JE0993,2025-12-16,journal_entry,JV-JV-901,Paid for Mineral water,Paid for Mineral water,0.00,32500.00,
6608a994-18e8-429f-8fde-684ef8a90fd8,JE0996,2025-12-18,journal_entry,JV-JV-904,Paid for taxi by Gulzar Khan for the purchase of heaters,Paid for taxi by Gulzar Khan for the purchase of heaters,0.00,12000.00,
80167d83-b9b3-4313-8533-676c4ad698b5,JE0996,2025-12-18,journal_entry,JV-JV-904,Paid for taxi by Gulzar Khan for the purchase of heaters,Paid for taxi by Gulzar Khan for the purchase of heaters,0.00,4840.00,
8dea9563-0db7-48fb-8395-4019fd339079,JE0996,2025-12-18,journal_entry,JV-JV-904,Paid for taxi by Gulzar Khan for the purchase of heaters,Paid for taxi by Gulzar Khan for the purchase of heaters,0.00,3870.00,
fdffa2b6-d585-4c16-8af1-54fd946fe1d9,JE0996,2025-12-18,journal_entry,JV-JV-904,Paid for taxi by Gulzar Khan for the purchase of heaters,Paid for taxi by Gulzar Khan for the purchase of heaters,0.00,5410.00,
31c0a0b4-183b-4e05-ae31-dba0dd5ee39c,JE0999,2025-12-20,journal_entry,JV-JV-907,Purchased heater for CEO office,Purchased heater for CEO office,0.00,2000.00,
5a39828c-cdb0-462c-b901-45ed35d64a5a,JE0999,2025-12-20,journal_entry,JV-JV-907,Purchased heater for CEO office,Purchased heater for CEO office,0.00,2180.00,
16854682-c788-4c0a-a917-32be39bfe995,JE1004,2025-12-21,journal_entry,JV-JV-912,Paid for taxi for the purchase of heaters from city,Paid for taxi for the purchase of heaters from city,0.00,2460.00,
1d2d8921-78e0-487b-b994-fa96ac8ac1e3,JE1004,2025-12-21,journal_entry,JV-JV-912,Paid for taxi for the purchase of heaters from city,Paid for taxi for the purchase of heaters from city,0.00,2950.00,
2d645d27-4050-4b6d-bac7-f99c5a9ba4c9,JE1004,2025-12-21,journal_entry,JV-JV-912,Paid for taxi for the purchase of heaters from city,Paid for taxi for the purchase of heaters from city,0.00,1480.00,
676ae024-3dca-4e65-9cf9-e426643dbf9c,JE1004,2025-12-21,journal_entry,JV-JV-912,Paid for taxi for the purchase of heaters from city,Paid for taxi for the purchase of heaters from city,0.00,1180.00,
9d2115fc-4e32-4855-b995-9b6a80e5b4e2,JE1004,2025-12-21,journal_entry,JV-JV-912,Paid for taxi for the purchase of heaters from city,Paid for taxi for the purchase of heaters from city,0.00,4840.00,
d8fd7b82-097c-4f55-b1d8-d52c6d225175,JE1007,2025-12-22,journal_entry,JV-JV-915,Paid travel advance to Hanifullah Momand to Kunar and Nanagarhar,Paid travel advance to Hanifullah Momand to Kunar and Nanagarhar,0.00,4430.00,
03303131-081d-4914-b050-87c13254f1f0,JE1014,2025-12-23,journal_entry,JV-JV-922,Paid for the office lunch expenses,Paid for the office lunch expenses,0.00,3500.00,
200c3da4-6ce2-43bd-968a-c84bd833fa32,JE1014,2025-12-23,journal_entry,JV-JV-922,Paid for the office lunch expenses,Paid for the office lunch expenses,0.00,1980.00,
46e277f4-56c7-4a47-bbcd-82870e32e8b9,JE1014,2025-12-23,journal_entry,JV-JV-922,Paid for the office lunch expenses,Paid for the office lunch expenses,0.00,2520.00,
c8dda2fe-3003-45dd-b746-98b377e3b7f5,JE1014,2025-12-23,journal_entry,JV-JV-922,Paid for the office lunch expenses,Paid for the office lunch expenses,0.00,7900.00,
35463d72-35a6-4695-9493-7e4db210ac9c,JE1016,2025-12-24,journal_entry,JV-JV-924,Paid for fuel for the power generator,Paid for fuel for the power generator,0.00,3940.00,
c9cbe894-51e2-48cb-ba50-f5a0b441335b,JE1016,2025-12-24,journal_entry,JV-JV-924,Paid for fuel for the power generator,Paid for fuel for the power generator,0.00,1940.00,
dd7676ed-c04a-4798-a8bc-e1ea26d6c255,JE1019,2025-12-27,journal_entry,JV-JV-927,Paid for taxi by Gulzar khan for delivery of documents to DAB,Paid for taxi by Gulzar khan for delivery of documents to DAB,0.00,1210.00,
1e1e92ac-c259-41af-8897-c616d079907f,JE1022,2025-12-28,journal_entry,JV-JV-930,Purchased two Computers for the office staff,Purchased two Computers for the office staff,0.00,26000.00,
355901e9-0e08-4bf6-a27b-108b1e9c83e4,JE1022,2025-12-28,journal_entry,JV-JV-930,Purchased two Computers for the office staff,Purchased two Computers for the office staff,0.00,5800.00,
60fb3b29-2719-45c8-b1d5-2d8109f53689,JE1022,2025-12-28,journal_entry,JV-JV-930,Purchased two Computers for the office staff,Purchased two Computers for the office staff,0.00,7870.00,
b835ae11-f4e9-4dc1-9154-f57c711293db,JE1022,2025-12-28,journal_entry,JV-JV-930,Purchased two Computers for the office staff,Purchased two Computers for the office staff,0.00,1680.00,
61e71866-23c3-412e-92b5-101bb9d4c333,JE1042,2025-12-31,financing_disbursement,JV-LCI086,Imported entry,,290000.00,0.00,
1a77e27a-8342-4580-bd65-a1ec1c334ae9,JE1043,2025-12-31,financing_disbursement,JV-LCI087,Imported entry,,81200.00,0.00,
da6d8cca-d540-4195-b751-132537059972,JE1044,2025-12-31,financing_disbursement,JV-LCI088,Imported entry,,110200.00,0.00,
bdcb2b05-0ef3-4d5f-9bbd-f17bd6d5a447,JE1045,2025-12-31,financing_disbursement,JV-LCI089,Imported entry,,81200.00,0.00,
ad971023-1e0d-4447-ad92-0e82b095508b,JE1046,2025-12-31,financing_disbursement,JV-LCI090,Imported entry,,174000.00,0.00,
a7b65616-a133-43a4-9e1c-069f3317cec1,JE1047,2025-12-31,financing_disbursement,JV-LCI091,Imported entry,,139200.00,0.00,
beece4b1-e589-4e39-9b5e-34ebd8530009,JE1048,2025-12-31,financing_disbursement,JV-LCI092,Imported entry,,92800.00,0.00,
e4cd09a8-c691-4a99-8d74-81bb63902783,JE1049,2025-12-31,financing_disbursement,JV-LCI093,Imported entry,,174000.00,0.00,
7e08ada4-20f7-441f-809b-928f23e9e6ea,JE1050,2025-12-31,financing_disbursement,JV-LCI094,Imported entry,,232000.00,0.00,
f5cd7fa1-c6b5-40b4-9d75-b097ed995440,JE1051,2025-12-31,financing_disbursement,JV-LCI095,Imported entry,,58000.00,0.00,
6baaa360-0431-4d3a-9c85-50a271215790,JE1052,2025-12-31,financing_disbursement,JV-LCI096,Imported entry,,81200.00,0.00,
d09d3750-9092-470f-9146-47913c1642bf,JE1053,2025-12-31,financing_disbursement,JV-LCI097,Imported entry,,104400.00,0.00,
45858120-4e3a-4ec1-825a-120533a3549d,JE1054,2025-12-31,financing_disbursement,JV-LCI098,Imported entry,,197200.00,0.00,
5204bf74-73dc-46d8-b4ad-dc8d2fbd198a,JE1055,2025-12-31,financing_disbursement,JV-LCI099,Imported entry,,348000.00,0.00,
d339e42d-8ae4-425e-afd5-551d7a649346,JE1056,2025-12-31,financing_disbursement,JV-LCI100,Imported entry,,58000.00,0.00,
374776fc-5b92-4caf-a4ef-f2e1195dea7d,JE1057,2025-12-31,financing_disbursement,JV-LCI101,Imported entry,,258390.00,0.00,
ce8ed549-fb50-4e31-9f55-bdeb70211ce3,JE1058,2025-12-31,financing_disbursement,JV-LCI102,Imported entry,,220400.00,0.00,
e7d99b6f-11fa-45e7-8b97-ee7c93d4a970,JE1059,2025-12-31,financing_disbursement,JV-LCI103,Imported entry,,116000.00,0.00,
57a3c2db-a749-4f13-b459-0bd1e9930d32,JE1060,2025-12-31,financing_disbursement,JV-LCI104,Imported entry,,92800.00,0.00,
a150ce56-b543-48ef-bbcc-8aa38d5113e5,JE1061,2025-12-31,financing_disbursement,JV-LCI105,Imported entry,,290000.00,0.00,
b2982fbc-35d3-42f3-9326-d2c53a033406,JE1062,2025-12-31,financing_disbursement,JV-LCI107,Imported entry,,232000.00,0.00,
63645f77-c650-4889-bd49-cd1faaa9bf89,JE1068,2026-01-01,journal_entry,JV-JV-955,Paid for taxi charges to Liaqat for office to city,Paid for taxi charges to Liaqat for office to city,0.00,13540.00,
b3773ed0-2b92-4fe8-a90e-0f46941b62d7,JE1068,2026-01-01,journal_entry,JV-JV-955,Paid for taxi charges to Liaqat for office to city,Paid for taxi charges to Liaqat for office to city,0.00,7810.00,
02b9019b-094f-46d3-83b3-bb65629df3b4,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,6766.00,
15cef477-b601-4730-9d61-af6987a2df14,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,19670.00,
1c59fcad-8d15-4f74-b7c7-c99a888391ad,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,8040.00,
2457e777-38da-4766-b8dc-7746a060680c,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,18125.00,
27763c54-b5c3-46f8-b2ad-d66ec92bfc74,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,37427.29,
2a0b9339-6d51-49e4-8a60-e595a583460f,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,19350.00,
2b8387e2-eb91-454a-bc25-023dc791fb54,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,21750.00,
2c8b789e-a882-4f81-a3b6-2a5d86e1b680,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,27070.00,
2edeae72-6cae-4fa6-92d0-bea644aecb2e,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,2460.00,
3253f08d-5800-422f-9316-1654605da0c5,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,7733.00,
62063f31-2cfa-489e-8ac3-e2a796569383,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,10750.00,
704c367a-c847-464e-8001-0c3d21895be6,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,4470.00,
7a2e832f-2ace-4a8f-9363-b724ebacbcfd,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,34800.00,
7cb98231-cf13-4966-90bb-fee87d60ffe2,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,19350.00,
829dfacc-3abf-46d6-b123-29dfc112841b,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,3866.00,
8834bfd9-741e-402b-8fde-2663886500a1,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,9280.00,
8b4806fe-4838-44d5-8f74-8dd98a592655,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,4833.00,
9a14f226-430b-438c-817a-57407ff96687,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,8285.00,
aab6846a-72c4-4725-ba0b-fd9234d685a9,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,8300.00,
ba0ebc3d-3df6-475b-91a8-a8b4608c67e6,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,5800.00,
c7771c64-76a9-46e6-b442-31c036711799,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,19333.00,
c8282dda-11b8-4ac2-994f-2fad44d0c0a3,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,8700.00,
d049489f-31c0-4d55-8120-987af6f9ebb9,JE1100,2026-01-06,journal_entry,JV-JV-987,Paid for the purchase of stationery for the HQ office,Paid for the purchase of stationery for the HQ office,0.00,31910.00,
8e4ac9da-b2a9-46bf-af58-b36221a964cf,JE1106,2026-01-07,financing_disbursement,JV-LCI108,Imported entry,,120000.00,0.00,
3c404f9d-2031-4e3e-bd8b-8e5c7ac2fb39,JE1107,2026-01-07,financing_disbursement,JV-LCI109,Imported entry,,120000.00,0.00,
88ce32f4-4137-42dd-84c3-c7686324549b,JE1108,2026-01-07,financing_disbursement,JV-LCI110,Imported entry,,84000.00,0.00,
75ff8f4f-537e-42dc-b404-5333848d08a0,JE1109,2026-01-07,financing_disbursement,JV-LCI111,Imported entry,,1240000.00,0.00,
ed9fd2a6-0e2a-4672-802b-aa4b2d8855d4,JE1110,2026-01-07,financing_disbursement,JV-LCI112,Imported entry,,443333.00,0.00,
9933f8ac-9e09-4981-890a-da88ba57beab,JE1111,2026-01-07,financing_disbursement,JV-LCI113,Imported entry,,111600.00,0.00,
134cb56f-b97e-45af-a89f-d8cc4eb58073,JE1112,2026-01-07,financing_disbursement,JV-LCI114,Imported entry,,0.00,53814.84,
160bc4b7-7994-412c-a024-6f34ff7afbb8,JE1112,2026-01-07,financing_disbursement,JV-LCI114,Imported entry,,0.00,37427.29,
24a62495-741f-48a9-9162-7b98c7d90c55,JE1112,2026-01-07,financing_disbursement,JV-LCI114,Imported entry,,0.00,37427.30,
c1eb726d-d24d-441d-bf40-640efc946de3,JE1112,2026-01-07,financing_disbursement,JV-LCI114,Imported entry,,0.00,39617.65,
e8570969-ef8f-4458-8d6f-4271a42c0224,JE1112,2026-01-07,financing_disbursement,JV-LCI114,Imported entry,,84933.00,0.00,
248a1173-290f-4311-b7ba-83bd3d52435a,JE1116,2026-01-08,journal_entry,JV-JV-996,Advance payment to Sadaqat for branch expenses but cash it handled by Noor Muhammad Sawji Zone Coordinator,Advance payment to Sadaqat for branch expenses but cash it handled by Noor Muhammad Sawji Zone Coordinator,0.00,2900.00,
1c47a666-d8ba-4cfc-a176-b191fb50d01a,JE1120,2026-01-11,journal_entry,JV-JV-1000,Cash Received CR# 120 for the payment of BOS fee for 2 quarter's of three members,Cash Received CR# 120 for the payment of BOS fee for 2 quarter's of three members,0.00,3050.00,
3262cae2-e7b0-443b-b3db-5939b1370db2,JE1120,2026-01-11,journal_entry,JV-JV-1000,Cash Received CR# 120 for the payment of BOS fee for 2 quarter's of three members,Cash Received CR# 120 for the payment of BOS fee for 2 quarter's of three members,0.00,1650.00,
d6c3d9fd-fac3-417c-b7dd-97614bc59ce5,JE1120,2026-01-11,journal_entry,JV-JV-1000,Cash Received CR# 120 for the payment of BOS fee for 2 quarter's of three members,Cash Received CR# 120 for the payment of BOS fee for 2 quarter's of three members,0.00,3260.00,
2c8034c8-e014-4d8f-8ece-6781f7223129,JE1121,2026-01-12,journal_entry,JV-JV-1001,Paid for gas for the office heating,Paid for gas for the office heating,0.00,8110.00,
f187fb6d-28fd-46f8-8355-e614ba3a89e4,JE1129,2026-01-13,journal_entry,JV-JV-1010,Paid for lunch for MIS makers,Paid for lunch for MIS makers,0.00,2200.00,
044be397-5832-4182-8e75-57bf1cf2a486,JE1132,2026-01-14,journal_entry,JV-JV-1012,Paid for Lunch for fuel for the power generator,Paid for Lunch for fuel for the power generator,0.00,4840.00,
0929275f-5c37-4b00-b93e-cf7249a61352,JE1132,2026-01-14,journal_entry,JV-JV-1012,Paid for Lunch for fuel for the power generator,Paid for Lunch for fuel for the power generator,0.00,6190.00,
203a18bf-1ccb-4b51-98af-8d3ec0c73798,JE1132,2026-01-14,journal_entry,JV-JV-1012,Paid for Lunch for fuel for the power generator,Paid for Lunch for fuel for the power generator,0.00,6960.00,
20e91607-6190-4b5b-b204-9280120bf033,JE1132,2026-01-14,journal_entry,JV-JV-1012,Paid for Lunch for fuel for the power generator,Paid for Lunch for fuel for the power generator,0.00,4840.00,
86097151-1c2b-43a5-a7a8-cd83c42966d1,JE1132,2026-01-14,journal_entry,JV-JV-1012,Paid for Lunch for fuel for the power generator,Paid for Lunch for fuel for the power generator,0.00,1880.00,
ce5ccc65-0ec0-4b5c-869c-a9f5d05b9120,JE1132,2026-01-14,journal_entry,JV-JV-1012,Paid for Lunch for fuel for the power generator,Paid for Lunch for fuel for the power generator,0.00,4833.00,
2464b61a-ba29-4322-969e-05d3c1938108,JE1137,2026-01-15,financing_disbursement,JV-LCI115,Imported entry,,1980000.00,0.00,
62e0c600-4206-4da6-8360-7bbc3ea59478,JE1138,2026-01-15,financing_disbursement,JV-LCI116,Imported entry,,1980000.00,0.00,
e09a2382-4d7c-4223-8839-782573c32511,JE1139,2026-01-15,financing_disbursement,JV-LCI117,Imported entry,,525588.36,0.00,
0160f55f-81c3-4e2f-b9a6-6f696ae4a510,JE1141,2026-01-16,journal_entry,JV-JV-1018,Paid for fuel for the power generator,Paid for fuel for the power generator,0.00,1480.00,
06128cc0-b016-4e1f-b526-6f549c6ee387,JE1141,2026-01-16,journal_entry,JV-JV-1018,Paid for fuel for the power generator,Paid for fuel for the power generator,0.00,1800.00,
0968055c-79db-4e9e-8be6-8cf38d587f9e,JE1141,2026-01-16,journal_entry,JV-JV-1018,Paid for fuel for the power generator,Paid for fuel for the power generator,0.00,1480.00,
23f35d88-8aa4-4b2c-9748-d64b9f1e80b9,JE1141,2026-01-16,journal_entry,JV-JV-1018,Paid for fuel for the power generator,Paid for fuel for the power generator,0.00,1570.00,
46817703-cc0f-41f3-8fab-0989cc7c446b,JE1141,2026-01-16,journal_entry,JV-JV-1018,Paid for fuel for the power generator,Paid for fuel for the power generator,0.00,2180.00,
1b9985a6-10a6-4191-9757-5066a02a6df5,JE1150,2026-01-18,journal_entry,JV-JV-1027,Fund transferred for loan disbursements to clients in Nangarhar,Fund transferred for loan disbursements to clients in Nangarhar,0.00,1790.00,
24d19ab5-295c-4685-b9ab-5033243bdcbd,JE1150,2026-01-18,journal_entry,JV-JV-1027,Fund transferred for loan disbursements to clients in Nangarhar,Fund transferred for loan disbursements to clients in Nangarhar,0.00,2000.00,
52b9689a-83ef-4423-9d23-35ac1be12b90,JE1150,2026-01-18,journal_entry,JV-JV-1027,Fund transferred for loan disbursements to clients in Nangarhar,Fund transferred for loan disbursements to clients in Nangarhar,0.00,4840.00,
5bc61d22-e388-4749-9b64-b823e4d76e8c,JE1150,2026-01-18,journal_entry,JV-JV-1027,Fund transferred for loan disbursements to clients in Nangarhar,Fund transferred for loan disbursements to clients in Nangarhar,0.00,2360.00,
615bf93a-8a9d-4ca4-b88b-9c28a1a204c4,JE1150,2026-01-18,journal_entry,JV-JV-1027,Fund transferred for loan disbursements to clients in Nangarhar,Fund transferred for loan disbursements to clients in Nangarhar,0.00,2460.00,
73856a8e-69ab-4021-bd26-f559906dc21b,JE1150,2026-01-18,journal_entry,JV-JV-1027,Fund transferred for loan disbursements to clients in Nangarhar,Fund transferred for loan disbursements to clients in Nangarhar,0.00,5420.00,
886ae8c0-b7bd-4ca5-8980-0a04453cb65a,JE1150,2026-01-18,journal_entry,JV-JV-1027,Fund transferred for loan disbursements to clients in Nangarhar,Fund transferred for loan disbursements to clients in Nangarhar,0.00,4840.00,
6bac7e29-b270-4e17-8e6d-b2e515296d66,JE1151,2026-01-19,journal_entry,JV-JV-1028,Paid for taxi used by Ihsanullah Jalalabd and Kunar,Paid for taxi used by Ihsanullah Jalalabd and Kunar,0.00,5800.00,
f3bda140-842f-4fdc-a7d4-07715d5a6150,JE1153,2026-01-19,financing_disbursement,JV-LCI118,Imported entry,,260400.00,0.00,
e9e41302-953d-48d7-aba4-4b9fe635dd9e,JE1154,2026-01-19,financing_disbursement,JV-LCI119,Imported entry,,348000.00,0.00,
e92ab0a9-2c4a-4726-a374-b358bd735278,JE1155,2026-01-19,financing_disbursement,JV-LCI120,Imported entry,,120000.00,0.00,
729ef200-d728-4c8e-9358-e2dee38601a3,JE1156,2026-01-19,financing_disbursement,JV-LCI121,Imported entry,,120000.00,0.00,
d64926fe-01da-4f18-9717-9c6782c2dde0,JE1157,2026-01-19,financing_disbursement,JV-LCI122,Imported entry,,58000.00,0.00,
84c323b6-09a3-49f9-8175-db501f7b6aa9,JE1158,2026-01-19,financing_disbursement,JV-LCI123,Imported entry,,116000.00,0.00,
80676b17-5c99-4d24-a7ee-af73099babdb,JE1159,2026-01-19,financing_disbursement,JV-LCI124,Imported entry,,120000.00,0.00,
9131edee-4392-4504-b86e-ea36d18ac67f,JE1160,2026-01-19,financing_disbursement,JV-LCI125,Imported entry,,116000.00,0.00,
bd8ccb90-ca4f-455e-afa4-3de818ed5537,JE1161,2026-01-19,financing_disbursement,JV-LCI126,Imported entry,,372000.00,0.00,
4e384a17-286d-4b61-bf29-05507f0d8aba,JE1162,2026-01-19,financing_disbursement,JV-LCI127,Imported entry,,46400.00,0.00,
159c91f2-537a-43ae-90fe-f0c03174ef65,JE1163,2026-01-19,financing_disbursement,JV-LCI128,Imported entry,,116000.00,0.00,
74acfb56-95fd-4183-a168-5ce9f4fae854,JE1164,2026-01-19,financing_disbursement,JV-LCI129,Imported entry,,58000.00,0.00,
80027944-347a-479c-85a2-8b822fd4a149,JE1165,2026-01-19,financing_disbursement,JV-LCI130,Imported entry,,124000.00,0.00,
24bc2da9-47d8-4956-a02c-0ffe6c3ec85d,JE1167,2026-01-20,journal_entry,JV-JV-1031,"Paid for printing ID cards, ID card covers, and making logo for ID cards","Paid for printing ID cards, ID card covers, and making logo for ID cards",0.00,7733.00,
2569a2b3-4814-446b-843b-bacd8f08baf5,JE1167,2026-01-20,journal_entry,JV-JV-1031,"Paid for printing ID cards, ID card covers, and making logo for ID cards","Paid for printing ID cards, ID card covers, and making logo for ID cards",0.00,3870.00,
83bda214-83a7-4b0c-8f33-13f4c6e17014,JE1167,2026-01-20,journal_entry,JV-JV-1031,"Paid for printing ID cards, ID card covers, and making logo for ID cards","Paid for printing ID cards, ID card covers, and making logo for ID cards",0.00,2000.00,
e4092ccc-312c-4251-80b1-f566b60ffed9,JE1167,2026-01-20,journal_entry,JV-JV-1031,"Paid for printing ID cards, ID card covers, and making logo for ID cards","Paid for printing ID cards, ID card covers, and making logo for ID cards",0.00,4840.00,
3f55e89f-bb19-4002-8d0d-f400d3f2d8ba,JE1169,2026-01-21,journal_entry,JV-JV-1033,Paid for staff lunch expense,Paid for staff lunch expense,0.00,1180.00,
6e3be430-6566-4d00-80d9-e1234afd3b53,JE1169,2026-01-21,journal_entry,JV-JV-1033,Paid for staff lunch expense,Paid for staff lunch expense,0.00,4840.00,
96c85baf-54bf-4ea2-9681-aa7e971c9c16,JE1169,2026-01-21,journal_entry,JV-JV-1033,Paid for staff lunch expense,Paid for staff lunch expense,0.00,1480.00,
64ef3348-a630-4691-8526-cdea5db74f55,JE1172,2026-01-22,journal_entry,JV-JV-1036,Paid for staff lunch expenses,Paid for staff lunch expenses,0.00,1980.00,
696c81f6-bee0-468e-bf45-b15667fdda6a,JE1172,2026-01-22,journal_entry,JV-JV-1036,Paid for staff lunch expenses,Paid for staff lunch expenses,0.00,4430.00,
08bd635d-0224-4554-9dc2-dd1964251c01,JE1176,2026-01-24,journal_entry,JV-JV-1040,Paid for staff lunch expenses,Paid for staff lunch expenses,0.00,8000.00,
3fd275e0-4b10-439d-a9b8-7825cff4e012,JE1176,2026-01-24,journal_entry,JV-JV-1040,Paid for staff lunch expenses,Paid for staff lunch expenses,0.00,2950.00,
6e4d92ef-7045-41dc-aadb-d5a30d73d7e9,JE1176,2026-01-24,journal_entry,JV-JV-1040,Paid for staff lunch expenses,Paid for staff lunch expenses,0.00,3930.00,
